hid,Location,Caste,House.Material,Age,Gender,Education,q3_Ladder,q5_AgriTrends,q6_AgroDiversity,q7_AgroWildlife,q11_ForestArea,q12_ForestQuality,q13_ForestWildlife,q15_FreshwaterQuant,q16_FreshwaterQual,q17_FreshwaterWildlife,q19A_GrasslandEcosystem,q20_NatureFood,q22_FoodTrends,q24_EnoughFood,q25_Farmpc,q26_Huntpc,q27_Land_ha,tlu,q29_Occupation_Business,q29_Occupation_Tourism,q29_Occupation_Health,q29_Occupation_Agriculture,q29_Occupation_Government,q29_Occupation_Education,q29_Occupation_Labour,q29_Occupation_Private,q29_Occupation_Others,q30_EnoughIncome,q31_NatureWork,q33_IncomeTrends,q35_Healthy,q37_HealthCheck_Hospital,q37_HealthCheck_Aayurved,q37_HealthCheck_Homemade,q37_HealthCheck_Pharmacy,q37_HealthCheck_Dhami,q39_NatureHealth,q41_HealthTrends,q43_WaterSource_Tap,q43_WaterSource_River,q43_WaterSource_Tube,q43_WaterSource_Spring,q43_WaterSource_Well,q43_WaterSource_Lake,q43_WaterSource_Others,q44_Toilet,q45_NatureWater,q47_WaterShortage,q48_WaterTrends,q50_Electricity,q51_Cook,q52_NatureEnergy,q54_EnergySuff,q55_ElectricitySuff,q56_EnergyTrends,q57_ElectricityTrends,q59_FamEducation,q60_EnvEducation_School,q60_EnvEducation_Media,q60_EnvEducation_Fam,q60_EnvEducation_Elders,q60_EnvEducation_NGO,q60_EnvEducation_Others,q61_NatureEducation,q62_EducationTrends,q64_Drr,q66_DrrTrends,q67_NatureDrr,q70_Recre,q74_NatureRecrea,q75_Culture,q79_NatureCulture,q82_ConservationNature,q84_ConservationPeople,Nature
BD9,Bahundangi,Higher,1,65,1,1,7,4,3,2,4,4,2,5,3,4,4,3,2,1,50,0,0.74,4.2,0,0,0,1,0,0,0,0,0,4,3,3,4,1,0,0,0,0,3,3,0,1,0,0,1,0,0,1,4,4,5,1,Firewood,2,1,1,3,2,1,1,0,0,0,0,0,3,2,2,3,3,0,3,0,3,,,Living and Non-living
BD10,Bahundangi,Higher,1,56,2,3,7,4,2,1,2,2,2,5,4,4,5,3,2,1,90,0,0.68,4.9,0,0,0,1,0,0,0,0,0,4,3,3,1,1,1,1,0,1,3,3,0,1,0,0,0,0,0,1,4,12,5,1,Bio Gas,1,1,1,3,1,1,1,0,0,0,0,0,3,3,4,3,3,0,3,0,3,3,2,Non-Living
BD11,Bahundangi,Higher,1,,1,3,5,5,3,1,2,4,2,5,3,5,3,3,1,1,50,0,0.68,1.4,0,0,0,1,0,0,0,0,0,2,3,3,2,1,0,0,0,1,3,3,0,1,0,0,0,0,0,1,4,12,5,1,LPG,3,4,3,4,2,1,1,0,0,0,0,0,3,3,4,3,3,0,3,0,3,,,Non-Living
BE6,Bahundangi,Higher,1,36,1,2,9,2,4,2,2,3,2,2,3,4,2,3,1,1,40,0,0.58,0.7,0,0,0,1,0,0,0,0,0,2,3,3,1,1,0,0,0,1,3,3,0,0,0,0,1,0,0,1,4,2,1,1,LPG,3,2,1,4,1,2,1,0,0,0,0,0,4,1,4,3,3,0,3,0,3,,,Non-Living
BE7,Bahundangi,Higher,2,,1,3,9,3,4,3,4,4,3,3,3,4,1,3,2,1,30,0,0.14,0.3,0,0,0,1,0,0,0,0,0,2,4,3,3,1,0,0,0,1,3,3,0,0,0,0,1,0,0,1,3,0,1,1,Firewood,5,2,1,5,1,2,1,0,0,0,0,0,3,2,2,3,3,0,3,0,3,,,Living
BE8,Bahundangi,Higher,1,,1,3,10,2,3,3,5,5,5,3,3,3,2,3,3,1,40,20,0.17,1,0,0,0,0,0,0,0,1,0,4,3,3,1,1,0,0,0,0,3,3,0,0,0,0,1,0,0,1,3,0,1,1,LPG,3,1,1,3,1,2,1,0,0,0,0,0,3,3,4,3,3,0,3,0,3,,,Living
BE9,Bahundangi,Higher,1,30,1,1,10,4,5,3,5,5,2,3,3,3,3,3,2,1,0,10,0.68,0.3,0,0,0,1,0,0,0,0,0,4,3,5,3,1,0,0,0,1,3,3,0,0,0,0,1,0,0,1,3,0,3,1,Firewood,3,1,1,3,1,2,1,0,0,0,0,0,3,3,4,3,3,1,3,0,3,,,Non-Living
BE10,Bahundangi,Higher,2,78,2,2,10,5,1,2,2,2,2,5,1,5,3,3,3,1,70,0,0,1.6,0,0,0,1,0,0,0,0,0,2,3,5,3,1,0,0,0,1,3,3,0,0,0,0,1,0,0,1,3,0,1,1,LPG,3,1,1,3,3,4,0,0,0,1,0,0,3,3,4,3,3,0,3,0,3,,,Non-Living
BE11,Bahundangi,Higher,1,33,1,3,8,4,4,1,5,5,1,5,4,3,5,3,3,1,20,0,0.81,1.8,0,0,0,0,0,0,0,1,0,4,4,4,3,1,0,0,0,1,3,5,0,0,0,0,1,0,0,1,3,3,4,1,Firewood,1,1,1,1,1,2,1,0,0,0,0,0,3,3,4,3,3,0,3,0,3,,,Living and Non-living
BF9,Bahundangi,Ethnic,2,,1,1,8,5,1,1,1,1,1,3,3,3,5,1,1,1,50,0,0.1,0.9,0,0,0,1,0,0,0,0,0,5,3,5,4,1,0,0,0,0,1,5,0,0,0,0,1,0,0,1,3,7,1,1,Firewood,2,2,1,1,3,2,1,0,0,0,0,0,3,1,4,3,2,0,1,1,1,,,I don't know
BF10,Bahundangi,Higher,1,70,1,1,6,3,1,1,1,3,3,1,3,5,1,1,1,1,50,0,0.44,2,0,0,0,1,0,0,0,0,0,2,5,5,1,1,0,0,0,0,3,3,1,0,0,0,0,0,0,1,1,0,3,1,Firewood,1,1,1,1,1,1,1,0,0,0,0,0,5,1,1,5,1,0,3,0,3,,,Living and Non-living
BF11,Bahundangi,Higher,1,35,2,2,5,3,2,2,5,3,3,5,3,5,5,1,1,1,40,0,0.34,1.4,0,0,0,1,0,0,0,0,0,4,1,4,1,1,0,0,0,1,1,3,1,0,0,0,0,0,0,1,2,2,1,1,Firewood,1,1,1,1,1,2,1,0,0,0,0,0,1,1,1,5,1,0,1,1,3,,,Living
BF12,Bahundangi,Higher,1,41,1,2,6,1,2,4,3,3,4,3,3,3,4,4,3,1,0,0,0.03,0,0,0,0,0,0,0,1,0,0,4,3,3,3,0,0,0,1,0,3,3,1,0,0,0,0,0,0,1,1,0,1,1,Firewood,1,1,1,1,1,1,1,0,0,0,0,0,3,1,4,3,3,0,3,0,3,,,Non-Living
BF13,Bahundangi,Higher,1,62,2,1,6,5,2,2,1,1,1,5,1,5,5,3,1,1,40,0,0.06,2.1,0,0,0,1,0,0,0,0,0,2,4,1,2,1,0,0,0,0,3,3,0,0,0,0,1,0,0,1,2,3,1,1,Firewood,1,1,1,1,1,2,1,0,0,0,0,0,5,1,4,1,5,0,1,1,3,,,Living and Non-living
BF14,Bahundangi,Higher,1,56,2,2,10,3,2,3,2,1,1,5,5,5,5,1,3,1,50,0,0.85,1.2,0,0,0,1,0,0,0,0,0,4,3,5,1,1,0,0,0,0,1,3,0,0,0,0,1,0,0,1,3,0,3,1,Firewood,1,1,1,1,3,2,1,0,0,0,0,0,5,1,4,3,3,0,2,1,3,,,Non-Living
BG7,Bahundangi,Higher,1,54,2,1,8,4,2,3,4,3,4,4,3,4,4,2,4,1,0,0,0.05,1.6,0,0,0,0,0,0,0,0,1,4,3,2,1,1,0,0,0,1,3,4,0,0,1,0,0,0,0,1,3,2,1,1,Firewood,2,3,2,2,2,2,1,0,0,0,0,0,3,2,4,3,3,0,3,1,2,,,Non-Living
BG8,Bahundangi,Ethnic,1,56,1,1,5,3,2,2,2,2,2,4,2,4,2,3,2,1,75,0,0.34,2.2,0,0,0,0,0,0,0,1,0,4,4,4,3,1,0,1,0,0,3,3,1,0,0,0,0,0,0,1,3,4,2,1,Firewood,2,2,2,1,2,2,1,0,0,0,0,0,4,2,4,3,3,1,3,1,1,2,2,Non-Living
BG9,Bahundangi,Higher,1,30,2,3,10,4,3,3,3,3,4,4,3,4,2,4,3,1,75,0,0.03,1.1,0,0,0,0,0,0,0,0,1,4,4,4,1,1,0,0,0,0,3,4,1,0,0,0,0,0,0,1,3,0,2,1,Firewood,2,2,1,1,2,1,1,0,0,0,0,0,3,3,4,3,4,1,2,1,2,2,2,Living
BG10,Bahundangi,Higher,1,20,1,4,10,3,2,2,3,3,3,4,4,4,3,1,3,1,80,0,1.35,2.7,0,0,0,0,0,0,0,0,1,2,1,4,1,1,0,1,0,0,2,3,1,0,0,0,1,0,0,1,2,0,2,1,LPG,3,1,1,1,1,1,1,0,1,0,0,0,4,2,4,3,2,0,2,1,3,1,2,Living and Non-living
BG11,Bahundangi,Higher,1,,1,3,5,2,2,4,2,2,4,4,3,3,4,2,2,1,70,0,0.68,0,0,0,0,0,0,1,0,0,0,2,3,4,1,1,0,1,0,0,2,4,1,0,0,0,0,0,0,1,2,0,1,1,LPG,3,1,1,2,2,1,1,0,0,0,0,0,4,2,4,3,3,1,2,1,1,1,1,Living and Non-living
BG12,Bahundangi,Higher,1,35,1,1,5,4,3,3,4,4,4,3,3,4,2,4,3,1,20,0,0.03,1.4,0,0,0,0,0,0,0,1,0,4,4,2,1,1,0,1,0,0,3,3,1,0,0,0,1,0,0,1,2,0,1,1,Firewood,2,2,2,2,2,2,1,1,0,0,0,0,4,2,4,3,3,0,3,1,3,2,3,Living and Non-living
BA11,Bahundangi,Higher,1,65,1,1,4,3,4,3,2,3,3,4,3,3,3,4,3,1,80,0,0.68,0.2,0,0,0,1,0,0,0,0,0,4,4,4,3,1,0,0,1,1,3,5,0,0,1,0,0,0,0,1,3,3,4,1,Firewood,4,2,2,3,3,2,1,0,0,0,0,0,4,4,4,3,3,0,2,1,2,3,3,Non-Living
BA12,Bahundangi,Ethnic,1,74,2,1,9,3,2,5,1,1,2,3,3,3,3,3,3,1,50,20,0.02,0,1,0,0,0,0,0,0,0,0,2,3,2,2,1,0,1,0,0,3,2,0,0,1,0,0,0,0,1,2,0,2,1,Firewood,3,2,2,2,2,2,1,0,0,0,0,0,2,2,4,3,3,0,2,0,2,2,3,Living
BA13,Bahundangi,Higher,1,61,1,1,5,2,4,5,4,4,5,5,3,5,5,5,5,1,80,0,0.03,0.8,0,0,0,1,0,0,0,0,0,4,5,3,2,1,0,0,1,0,4,5,0,0,1,0,0,0,0,1,2,0,1,1,Firewood,3,2,2,3,2,2,1,0,0,0,0,0,3,1,4,3,3,0,4,0,1,1,1,Living
BA14,Bahundangi,Higher,1,73,2,2,6,4,4,3,4,4,5,5,5,5,5,5,5,1,90,0,0.68,0.7,0,0,0,1,0,0,0,0,0,4,4,4,4,1,0,0,1,0,4,5,0,0,0,0,1,0,0,1,4,0,1,1,Firewood,4,1,2,2,1,2,1,0,0,0,0,0,4,1,4,3,3,0,4,1,3,,,Living
BA15,Bahundangi,Ethnic,1,67,2,2,10,2,4,5,4,3,5,5,5,5,5,5,2,1,90,5,1.69,0.2,1,0,0,0,0,0,0,0,0,4,3,1,2,1,0,0,1,0,3,3,1,0,1,0,0,0,0,1,3,0,1,1,LPG,5,1,1,1,1,2,1,1,0,0,0,0,2,3,4,3,3,0,3,0,1,1,1,Non-Living
BA16,Bahundangi,Higher,2,43,1,2,5,2,2,4,4,4,4,4,4,4,4,4,4,1,30,0,0.03,0,1,0,0,0,0,0,0,0,0,2,3,2,3,1,0,0,1,1,4,4,0,0,1,0,0,0,0,1,3,1,2,1,Firewood,3,2,2,2,2,2,1,0,0,0,0,0,4,1,4,3,3,0,4,0,2,2,1,Living
BA17,Bahundangi,Ethnic,1,43,1,2,6,3,1,1,3,5,1,4,4,4,5,5,5,1,90,10,0.34,0,0,0,0,1,0,0,0,0,0,4,4,2,4,0,0,0,1,0,4,5,0,0,1,0,0,0,0,1,5,0,2,0,Firewood,3,4,3,2,2,2,1,1,0,0,0,0,4,1,4,3,3,0,3,0,1,2,2,Living and Non-living
BB12,Bahundangi,Higher,1,56,2,2,9,4,2,3,4,3,3,4,1,5,3,4,2,1,50,0,0.24,1.7,0,0,0,1,0,0,0,0,0,4,3,2,2,1,0,1,0,0,3,3,0,0,0,0,1,0,0,1,2,0,1,1,Firewood,3,3,2,3,1,1,0,0,0,0,0,1,4,1,4,2,5,0,1,0,4,,,Non-Living
BB13,Bahundangi,Ethnic,1,52,1,1,8,4,1,2,2,2,5,5,1,5,3,4,5,1,0,0,0.07,0.9,0,0,0,1,0,0,0,0,0,4,4,2,4,1,0,0,0,1,4,3,0,0,0,0,1,0,0,1,3,0,1,1,Firewood,4,4,4,4,1,1,0,0,1,0,0,0,4,2,4,4,5,0,1,0,1,,,Living
BB14,Bahundangi,Ethnic,1,39,1,3,9,4,5,3,4,3,3,3,1,5,3,3,1,1,50,0,0.17,0.4,1,0,0,0,0,0,0,0,0,4,3,4,3,0,0,0,1,0,3,2,0,0,0,0,1,0,0,1,2,3,3,1,Firewood,3,3,1,2,2,2,1,0,1,0,0,0,3,3,4,5,3,0,4,0,2,,,Living
BB15,Bahundangi,Ethnic,1,52,2,3,8,3,2,5,5,2,4,4,3,5,3,1,2,1,100,0,0.2,2,0,0,0,1,0,0,0,0,0,4,1,3,3,1,0,0,1,0,2,1,0,0,0,0,1,0,0,1,2,0,2,1,Firewood,3,4,1,2,1,2,1,0,1,0,0,0,4,3,4,3,3,0,3,1,3,,,Living and Non-living
BB16,Bahundangi,Higher,1,60,2,2,6,5,1,4,5,4,5,5,4,5,3,1,4,1,70,0,1.46,3.5,0,0,0,1,0,0,0,0,0,4,4,3,2,1,0,0,1,0,2,4,0,0,0,0,1,0,0,1,2,3,3,1,Firewood,2,1,1,2,1,2,0,1,1,0,0,0,1,3,4,5,2,0,1,0,2,1,1,Living and Non-living
BB17,Bahundangi,Higher,1,29,1,2,6,5,3,2,5,5,3,5,4,5,3,3,1,1,40,0,0.51,1.1,0,0,0,0,0,0,0,0,1,4,2,2,2,0,0,0,1,0,3,3,0,0,1,0,0,0,0,1,2,2,2,1,LPG,1,4,4,1,1,1,1,1,0,0,0,0,2,2,4,5,3,0,3,0,1,,,Living and Non-living
BC13,Bahundangi,Higher,1,52,1,2,6,4,2,3,5,5,3,3,1,3,5,2,2,1,5,0,0.68,0,1,0,0,0,0,0,0,0,0,2,3,3,3,1,0,0,0,0,3,3,1,0,0,0,0,0,0,1,3,0,1,1,Firewood,2,2,2,1,1,1,1,0,0,0,0,1,4,2,4,4,3,0,3,1,3,2,2,Living
BC14,Bahundangi,Higher,1,50,1,2,8,3,2,2,5,5,4,4,2,5,4,2,1,1,85,0,0.01,0.2,0,0,0,1,0,0,0,0,0,2,2,1,3,1,0,0,0,0,4,4,0,0,0,0,1,0,0,1,4,0,4,1,LPG,3,2,2,1,1,2,1,1,0,0,0,1,3,1,4,4,3,0,3,1,3,,,Non-Living
BC15,Bahundangi,Higher,1,70,2,2,5,4,3,3,4,4,4,3,1,4,2,3,2,1,0,0,0.03,0.8,0,0,0,0,0,0,0,0,1,2,3,2,2,1,0,0,0,0,2,4,0,0,0,0,1,0,0,1,3,0,1,1,LPG,3,2,2,2,2,2,1,1,0,0,1,0,3,2,4,3,3,0,3,1,2,2,2,Spiritual and Abstract
BC16,Bahundangi,Higher,1,62,1,1,6,4,3,3,4,4,4,3,2,4,4,2,2,1,0,0,0.1,0.2,1,0,0,0,0,0,0,0,0,2,3,2,2,1,0,0,0,0,3,2,0,0,0,0,1,0,0,1,3,0,2,1,LPG,3,4,2,2,1,2,1,0,1,0,0,0,4,2,4,4,3,0,3,1,2,,,Living
BC17,Bahundangi,Higher,2,56,1,2,6,5,3,3,2,2,5,3,1,5,3,2,2,1,0,0,0.07,0,0,0,0,0,0,0,0,1,0,2,3,2,2,1,0,0,0,0,2,4,0,0,0,0,1,0,0,1,2,0,1,1,Firewood,2,1,2,1,1,2,1,1,0,0,0,0,3,3,4,4,2,0,3,1,3,,,Spiritual and Abstract
BC18,Bahundangi,Lower,1,,1,1,8,2,2,3,4,4,4,3,1,5,2,2,2,2,15,0,0.14,0,0,0,0,0,0,0,1,0,0,4,4,2,3,1,0,0,0,0,3,4,0,0,0,0,1,0,0,1,2,0,1,1,Firewood,2,2,1,1,1,2,1,0,0,0,0,0,3,2,4,4,3,0,3,1,4,2,2,Non-Living
BD12,Bahundangi,Higher,1,31,1,4,5,5,5,5,3,3,2,5,3,5,4,4,1,1,25,0,1.02,1.8,1,0,0,0,0,0,0,0,0,2,3,2,3,1,0,0,0,0,3,3,0,0,0,0,1,0,0,1,5,4,5,1,LPG,3,2,1,4,1,1,1,0,0,0,0,0,3,2,4,3,3,0,3,1,3,4,2,Living and Non-living
BD13,Bahundangi,Lower,2,61,1,1,6,4,3,2,2,3,2,3,4,4,2,3,2,1,25,0,0.17,0,0,0,0,1,0,0,0,0,0,4,3,2,4,1,0,0,0,0,3,4,0,0,1,0,0,0,0,1,3,0,1,1,Firewood,4,3,2,3,5,2,1,0,0,0,0,0,3,2,4,3,3,0,3,1,2,,,Living and Non-living
BD14,Bahundangi,Ethnic,1,55,1,2,6,4,4,2,2,2,2,5,3,3,4,3,3,1,50,0,1.02,3,0,0,0,1,0,0,0,0,0,4,3,2,3,1,0,0,0,0,3,3,0,0,0,0,1,0,0,1,4,4,2,1,LPG,3,2,1,1,1,1,1,0,0,0,0,0,3,2,4,3,3,0,3,1,3,2,3,Living and Non-living
BD15,Bahundangi,Higher,1,40,1,2,6,4,3,4,4,2,3,4,3,3,4,3,2,1,50,0,0.51,2.1,0,0,0,1,0,0,0,0,0,2,3,3,3,1,0,0,0,1,3,3,0,0,0,0,1,0,0,1,3,0,3,1,Firewood,2,2,3,3,2,1,1,0,0,0,0,0,3,3,2,3,3,0,3,1,3,,,Living and Non-living
BD16,Bahundangi,Higher,2,68,2,2,6,2,3,3,3,3,3,2,3,4,4,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,3,3,1,1,0,0,0,3,3,0,0,1,0,0,0,0,0,5,12,5,1,Firewood,4,2,2,3,3,1,1,0,0,0,0,0,3,2,4,3,3,0,3,1,3,,,Living and Non-living
BD17,Bahundangi,Ethnic,2,56,2,2,6,4,3,4,1,3,3,5,3,3,4,4,3,1,75,0,0.1,1.7,0,0,0,1,0,0,0,0,0,4,3,3,2,1,0,0,0,0,3,3,0,0,1,0,0,0,0,1,3,0,3,1,LPG,3,3,1,2,2,2,1,0,0,0,0,0,3,3,4,3,3,0,3,1,3,,,Living and Non-living
BE12,Bahundangi,Ethnic,1,85,2,1,8,2,4,1,1,1,5,3,3,5,3,3,1,1,0,0,0.07,0,0,1,0,0,0,0,0,0,0,2,3,1,3,1,0,0,0,1,3,3,0,0,1,0,0,0,0,1,4,3,1,1,Firewood,4,4,1,1,1,2,1,0,0,0,0,0,3,1,4,3,3,0,3,1,2,,,Non-Living
BE13,Bahundangi,Ethnic,1,52,1,1,7,3,3,2,3,3,3,5,3,3,4,3,3,1,0,0,0.68,1.1,0,0,0,1,0,0,0,0,0,2,3,3,3,1,0,0,0,1,3,3,0,0,1,0,0,0,0,1,3,4,4,1,LPG,3,3,1,1,1,2,1,0,0,0,0,0,3,3,4,3,3,0,3,0,3,,,Non-Living
BE14,Bahundangi,Lower,1,38,1,1,9,4,2,3,4,5,1,5,3,4,2,3,1,1,15,0,0.17,0.8,1,0,0,0,0,0,0,0,0,2,4,2,1,1,0,0,0,0,3,3,0,0,1,0,0,0,0,1,3,2,1,1,LPG,3,5,1,1,1,2,1,0,0,0,0,0,4,1,4,3,3,0,3,1,3,,,Non-Living
BE15,Bahundangi,Ethnic,2,43,1,1,6,3,3,3,1,1,3,3,3,5,3,3,1,1,0,20,0.03,0.1,0,0,0,1,0,0,0,0,0,2,3,3,3,1,0,0,0,1,3,3,0,0,1,0,0,0,0,1,3,0,1,1,Firewood,3,4,1,3,1,2,1,0,0,0,0,0,3,2,4,3,3,0,3,0,3,,,Living
BE16,Bahundangi,Higher,1,52,1,1,7,5,3,1,5,5,5,3,3,4,5,3,1,1,0,0,0.03,0.7,0,0,0,0,0,0,1,0,0,2,3,5,3,1,0,0,0,1,3,3,1,0,0,0,0,0,0,1,3,0,1,1,Firewood,3,1,1,1,1,2,1,0,0,0,0,0,4,1,4,3,3,0,3,0,3,,,Non-Living
BE17,Bahundangi,Ethnic,2,35,1,1,6,4,4,3,3,3,4,4,3,4,2,3,3,1,0,0,0.03,0,0,0,0,1,0,0,0,0,0,5,3,3,1,1,0,0,0,1,3,3,0,0,1,0,0,0,0,1,3,12,5,1,Firewood,3,1,2,1,2,2,1,0,0,0,0,0,3,2,4,3,3,0,3,0,3,,,Living
BF15,Bahundangi,Ethnic,1,49,1,2,6,3,2,1,5,3,3,3,1,5,5,3,1,1,40,0,0.07,3.7,0,0,0,1,0,0,0,0,0,1,3,1,2,0,0,0,0,1,3,3,0,0,0,0,1,0,0,1,3,0,1,1,Firewood,1,1,1,1,3,1,1,0,0,0,0,0,5,3,4,3,3,0,3,0,3,,,Living and Non-living
BF16,Bahundangi,Higher,1,63,1,1,9,3,2,2,3,3,5,4,4,5,5,1,1,2,40,0,0.03,1.5,0,0,0,1,0,0,0,0,0,4,3,2,2,1,0,0,0,0,3,3,0,0,0,0,1,0,0,1,3,0,3,1,Firewood,3,3,4,5,1,1,1,0,0,0,0,0,3,1,4,3,3,0,3,0,3,,,Living and Non-living
BF17,Bahundangi,Lower,1,88,2,1,9,3,2,1,1,1,2,4,1,5,1,3,2,1,50,0,0.74,0.4,1,0,0,0,0,0,0,0,0,4,1,3,1,1,0,0,0,0,3,3,0,0,0,0,1,0,0,1,3,0,1,1,LPG,3,1,2,3,1,2,1,0,0,0,0,0,4,1,4,4,3,0,3,0,3,,,Living and Non-living
BF18,Bahundangi,Higher,1,72,2,2,10,3,2,2,1,1,1,5,5,3,5,1,3,1,80,0,0.68,1.1,0,0,0,1,0,0,0,0,0,2,1,1,2,1,0,0,0,0,1,4,0,0,0,0,1,0,0,1,1,0,3,1,LPG,1,3,1,3,3,1,0,1,0,0,0,0,1,1,4,1,1,1,1,0,3,1,3,Living and Non-living
BF19,Bahundangi,Higher,1,41,2,2,5,4,2,3,2,2,4,4,1,5,1,3,3,1,50,0,0.03,0.9,0,0,0,1,0,0,0,0,0,2,2,3,2,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,3,0,1,1,LPG,3,4,1,3,1,1,1,0,0,0,0,0,1,1,4,3,5,0,3,0,3,,,Non-Living
BG13,Bahundangi,Higher,1,53,1,2,5,4,2,2,2,2,3,4,4,4,2,2,3,0,75,0,0.68,1.9,0,0,0,1,0,0,0,0,0,2,2,2,3,1,0,0,0,1,2,3,0,0,0,0,1,0,0,1,2,0,4,1,Firewood,2,2,2,2,2,1,1,0,0,1,0,0,3,2,4,2,3,0,3,1,3,2,2,Non-Living
BG14,Bahundangi,Ethnic,1,17,1,4,5,4,3,3,2,1,3,3,3,4,3,3,3,1,20,0,0.07,0.4,0,0,0,0,0,0,1,0,0,2,4,3,1,1,0,1,0,0,3,3,0,0,0,0,1,0,0,1,2,0,2,1,Firewood,2,2,2,1,1,2,1,0,0,0,0,0,5,2,4,2,3,0,2,1,3,2,3,Non-Living
BG15,Bahundangi,Higher,1,40,1,1,5,4,3,2,2,2,3,4,3,3,1,5,3,1,30,0,0.17,0.1,0,0,0,0,0,0,1,0,0,2,5,3,1,1,0,1,0,0,3,3,0,0,0,0,1,0,0,1,3,0,2,1,Firewood,2,1,1,2,1,1,1,0,1,0,0,0,4,2,4,3,3,0,3,1,3,1,2,Living and Non-living
BG16,Bahundangi,Ethnic,1,37,1,2,6,5,3,3,2,3,3,4,4,3,2,3,3,1,20,0,0.1,0.7,0,0,0,0,0,0,1,0,0,4,3,3,3,1,0,0,1,0,3,4,0,0,0,0,1,0,0,1,3,0,1,1,Firewood,2,3,1,3,2,2,1,0,0,0,0,0,3,2,4,3,3,0,3,1,3,2,3,Non-Living
BG17,Bahundangi,Higher,1,25,1,3,5,4,3,2,2,3,3,4,3,4,2,3,3,1,75,0,1.35,1,0,0,0,0,0,0,0,0,1,4,3,3,1,1,0,1,0,0,3,3,0,0,0,0,1,0,0,1,3,0,1,1,Firewood,2,1,1,3,2,1,1,0,1,0,0,0,4,2,4,2,3,0,3,1,3,3,2,Spiritual and Abstract
BG18,Bahundangi,Higher,1,42,2,2,8,4,3,3,1,3,3,4,4,4,1,3,1,1,80,0,1.35,2,0,0,0,0,0,0,0,1,0,1,3,1,1,1,0,1,0,0,3,3,0,0,0,0,1,0,0,1,3,0,1,1,LPG,3,2,1,1,1,2,1,0,0,0,0,0,4,1,4,3,3,0,3,1,3,1,3,Non-Living
BA18,Bahundangi,Higher,1,48,2,2,9,3,1,5,1,5,5,5,4,5,5,4,4,1,90,0,0.2,2.4,1,0,0,0,0,0,0,0,0,4,5,1,3,1,0,0,0,0,3,3,0,0,1,0,0,0,0,1,2,3,1,1,Firewood,4,1,1,2,1,2,1,1,0,1,0,0,2,1,4,3,3,0,2,0,1,,,Spiritual and Abstract
BA19,Bahundangi,Higher,1,73,1,1,7,3,2,5,1,1,5,1,3,5,5,3,3,1,20,20,0.17,0.4,0,0,0,0,0,0,0,1,0,2,3,3,4,1,0,0,1,0,2,5,0,0,1,0,0,0,0,1,2,3,2,1,LPG,3,2,2,2,2,2,1,0,0,0,0,0,3,3,4,3,3,0,3,0,2,3,3,I don't know
BA20,Bahundangi,Higher,1,40,1,1,5,3,3,3,3,3,2,2,3,3,3,4,5,1,20,10,0.08,1.6,0,0,0,0,0,0,0,1,0,2,3,3,2,1,0,1,1,0,3,3,1,0,1,0,0,0,0,1,2,0,1,1,LPG,3,2,2,2,2,2,1,0,0,0,0,0,2,2,4,3,3,0,2,0,2,2,2,I don't know
BA21,Bahundangi,Higher,1,77,1,1,7,4,4,4,2,4,4,4,2,4,4,3,2,1,80,20,0.58,2.1,0,0,0,1,0,0,0,0,0,2,3,3,2,0,0,0,1,1,3,2,0,0,1,0,0,0,0,1,2,0,2,1,LPG,3,2,2,2,2,2,1,1,0,0,0,0,3,1,4,3,3,0,2,0,2,2,2,I don't know
BA22,Bahundangi,Higher,1,50,1,2,5,4,2,5,5,4,4,5,4,5,5,4,3,1,80,20,0.34,0.4,0,0,0,0,0,0,0,0,1,4,4,3,3,1,0,0,1,1,3,3,1,0,1,0,0,0,0,1,3,3,3,1,LPG,3,2,2,2,2,2,1,1,0,0,0,0,4,2,4,3,3,0,3,0,2,1,1,Living
BA23,Bahundangi,Higher,1,40,2,1,7,2,4,1,1,5,5,5,5,4,5,5,5,1,80,0,0.41,1.7,0,0,0,1,0,0,0,0,0,4,4,2,2,1,0,0,0,0,3,3,0,0,1,0,0,0,0,1,3,0,2,1,Firewood,4,2,2,2,2,2,1,1,0,0,0,0,4,2,4,3,3,0,2,1,2,2,2,I don't know
BB18,Bahundangi,Higher,1,68,2,3,8,4,2,4,1,3,4,5,1,5,3,1,2,1,90,0,2.71,1.4,0,0,0,1,0,0,0,0,0,2,1,2,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,3,4,1,LPG,1,1,1,2,1,1,1,1,1,0,0,0,3,3,3,3,3,0,2,0,2,1,1,Living and Non-living
BB19,Bahundangi,Higher,1,61,1,1,6,1,1,1,1,3,1,5,1,3,1,3,5,1,10,20,0.51,1.6,0,0,0,0,0,0,0,0,1,4,4,1,3,1,0,0,0,0,3,3,0,0,0,0,1,0,0,1,2,0,1,1,LPG,3,2,1,1,1,2,0,0,1,0,0,0,2,1,4,5,3,0,3,0,1,,,Living and Non-living
BB20,Bahundangi,Higher,1,80,2,1,8,5,5,1,2,2,5,5,4,5,3,3,4,1,40,0,0.3,0,0,0,0,1,0,0,0,0,0,4,2,4,3,1,0,0,0,1,2,4,0,0,0,0,1,0,0,1,3,3,1,1,LPG,3,4,1,2,1,2,1,1,0,0,0,0,3,2,3,3,3,0,1,0,3,,,Spiritual and Abstract
